width,length,x,Vmax
350,976,78.26122,12408357.03163
272,355,50.89394,2193517.19771
168,829,39.65427,2636661.19248
893,716,131.67105,37528832.99578
628,355,72.93200,7353879.02258
514,819,102.67795,19446960.48232
926,884,150.71148,54838518.61404
568,668,101.99347,17227392.05126
438,675,86.64265,11507119.19532
 77,267,17.66109,170532.42049
578,218,48.40436,2822757.71654
215,971,50.44217,5008595.89050
616,800,115.04812,25302303.37509
603, 94,22.51187,615195.16213
291,790,64.82997,6906939.94054
107,166,21.20783,169272.69233
810,334,73.15580,9112770.29275
824,850,139.44944,43411706.76485
574,494,88.25392,11137701.58025
593,417,80.41640,8902663.34490
323,918,72.40658,9975579.04776
440,138,31.37075,890675.47369
321,618,67.27682,6064118.21605
980,606,121.56731,32505024.28432
406,367,64.17098,4252310.75650
471,719,92.90380,14127176.67543
214,157,29.84030,448149.72455
300,832,67.03141,7763157.44942
428,152,34.03172,1028160.76606
290,787,64.60392,6833015.92640
910,444,94.30659,17374356.37846
811,810,135.08316,39438911.23842
800,552,107.11685,21193295.41201
568,360,71.71003,6594131.51525
611,304,64.30925,5440613.42133
719,633,111.98482,22674960.30898
170,338,35.88002,938456.38349
371,798,79.55735,10769710.56740
244,507,51.97022,2933840.76980
542,566,92.26824,12581631.93684
970,931,158.31661,63549370.89756
977,106,25.74177,1298823.68568
987,205,48.30969,4661885.26044
786, 84,20.40856,656729.96832
575,367,72.95472,6921059.05343
187,157,28.34103,370508.72670
578,345,69.88561,6285313.14013
440,287,56.68369,3214763.19264
900,308,69.29116,8938394.50923
571,470,85.53348,10225801.19355
754,712,122.01625,29118960.39237
645,172,39.74889,2079272.81357
968,601,120.42694,31537269.01276
646,342,71.37070,7156954.16778
222,325,43.21996,1397699.94738
675,928,128.68182,36041478.01578
819,537,105.89265,20911166.57161
329, 74,17.34144,200669.96769
724,843,129.45846,35167022.71505
227,498,48.85959,2528416.97384
512,372,70.94527,6042102.72858
 23,661,5.69899,42951.55302
409,598,79.59377,8725134.34315
596,188,42.70946,2236948.90939
444,358,65.69017,4653870.08771
699,515,97.73862,15724871.59645
531,787,103.78431,19449832.58539
286,487,58.18477,3658089.02405
732,259,58.01699,5109104.37636
758,182,42.43823,2774447.71091
977,136,32.73348,2104540.05757
 88,274,19.95012,224641.18955
379, 86,20.14052,311893.64733
749,309,67.67460,7211469.82527
713,740,121.02053,28381518.61900
910,326,72.90470,10038974.47272
368,270,51.31694,2279154.54271
156,118,22.18325,182345.54574
264,802,59.67739,5892627.12899
950,320,72.13363,10213661.94749
311,317,52.32592,2292798.95813
549,451,82.14121,9060610.27922
935,344,76.65029,11426230.06373
287,109,24.17765,349911.91578
836,964,148.86642,53387924.31055
585, 15,3.72552,16242.87228
697, 24,5.94735,49323.78334
296,227,42.45962,1273385.86210
511,157,35.77175,1343387.12303
346,600,70.72529,6633750.56699
494,678,94.12001,14094377.53652
120,220,24.86828,297506.56980
657,479,91.24212,12837894.13322
796,881,139.21241,43417282.05493
930,157,37.45207,2629128.94749
839,365,79.22716,11136468.31554
297, 55,13.05358,102168.58863
359,173,36.83791,1043971.27369
172,682,39.94452,2215363.76477
986, 71,17.41880,599142.53475
349,432,63.98973,4299776.08057
797,206,47.73934,3701377.22212
681,823,123.66843,30873067.30155
409,115,26.44365,584910.30200
359,823,77.88825,10561295.80971
392,439,68.91833,5275331.54217
922,878,149.86553,53927432.52583
242,606,53.27576,3604080.52153
 75,493,17.98190,320814.29587
508,851,102.90142,20063384.37943
461, 40,9.77342,88245.30492
563, 84,20.15749,460266.15984
119,500,27.76737,783264.84097
106,284,23.57103,328603.03202
312,346,54.61393,2622058.11656
200,662,45.65236,2831901.86580
948,329,73.88351,10715222.58431
608,701,108.26040,20533049.58344
 10,255,2.47470,3125.31239
887,672,126.26168,33604309.90974
556,589,95.29772,13873331.81326
388,145,32.23781,839846.53468
201,640,45.68534,2747784.03097
738,389,81.25995,10590998.56709
529,246,52.74969,3138717.31249
349,563,69.96276,6188491.35368
513,778,100.98602,18092736.26348
921,917,153.16550,57492095.40957
651,381,77.58191,8687447.62917
659,870,123.82741,31699654.75714
575,788,109.49600,22180758.02141
548,247,53.27495,3303138.03692
859,900,146.46384,50331835.29085
162,197,29.49270,419313.01710
186,111,22.48563,209385.06241
185,368,39.04994,1210171.60548
137,849,32.75552,1834663.23737
452, 94,22.14973,448818.58348
457,376,68.43882,5238883.14154
889, 84,20.48021,747512.66010
400,355,62.58209,3953130.14200
 90,702,21.73203,665990.85933
773,982,143.17114,48470188.55572
566,475,85.76113,10266911.94640
 40,396,9.73440,75253.11645
416,751,85.89241,12149751.04878
119,433,27.42362,665284.49562
836,619,117.26978,27117199.53134
147, 41,9.43461,26753.10187
354,269,50.48648,2146452.11284
527, 82,19.63970,409207.22457
290,795,64.69454,6916129.83192
368,178,37.87412,1131802.05491
360,241,47.21964,1837824.76336
880,234,54.09108,5252701.12707
907,322,72.09718,9778623.07581
 22,615,5.44980,36545.02949
612,419,81.51324,9367936.19395
318, 74,17.29720,193171.11166
638,612,104.09897,18066892.28502
248,129,27.02755,392850.33491
718,827,127.79222,33766723.09989
398,393,65.91252,4582122.02389
535,713,100.87340,17186483.55750
995,417,91.09203,17386019.69148
657,634,107.53201,19908786.33313
199,320,39.85657,1142411.45773
 21,541,5.19791,29246.67597
292,947,66.50497,8606829.04299
338,236,45.61865,1629590.99878
138, 46,10.38193,30715.84980
706,593,107.02804,19952077.04193
785,732,126.18532,32235892.27513
690,456,89.70328,12668506.82608
248, 23,5.61012,15647.79577
177,941,41.97134,3347443.41459
300,966,68.27290,9256287.71761
174,908,41.21419,3115748.69241
282,965,64.59500,8250081.54543
840,992,151.09822,56054237.88932
187,283,36.78753,873851.40163
640,222,49.85762,3294022.76426
293,979,66.94791,9001789.70646
139,260,28.94192,474499.50140
275,957,63.09918,7800613.82489
946,913,154.84338,59443785.56106
738,774,125.89280,31965209.35221
137,981,32.96976,2143846.67393
443,603,84.15913,10048527.46653
952,607,120.70011,31357299.95206
949,710,134.01102,40334268.21110
854, 98,23.75631,967296.00397
495,384,71.51816,6065488.30250
630,467,88.43761,11626249.38969
 77,316,17.93311,206642.53211
626,696,109.70421,21258275.95680
448,497,78.43288,7766794.25220
160,494,36.23765,1336945.44178
143,396,31.94505,839298.08000
183,634,41.97067,2286900.96360
769,727,124.51926,30945720.56143
936, 66,16.19872,491847.55457
 72, 67,11.55974,24794.51679
167,721,39.04997,2231856.28049
290, 57,13.47997,106515.20716
194,646,44.31114,2602623.37379
182,144,26.61804,311088.17797
312,999,70.95924,10343992.92853
220,103,22.05723,228449.26772
599,732,109.26756,21346002.85943
474,514,82.13100,8897017.04528
226,221,37.24266,826754.45929
571,104,24.70701,703440.24594
944,899,153.44597,57885469.36826
260,822,59.04798,5898115.36581
897,422,90.28713,15616388.34172
878,924,150.01987,54100800.71842
341,991,76.66209,12052161.88702
134,175,25.07824,262501.96728
448,481,77.27011,7402694.07018
859,939,149.38897,53580822.19208
439,659,86.14646,11182518.98701
981,845,150.90565,55673263.35655
329, 68,16.02965,171072.53827
562,924,113.26130,26501774.27182
956,454,96.95523,19217643.30639
512,481,82.62896,9046306.58714
168,303,34.67905,799243.93631
926,305,68.94056,9080129.75741
547,266,56.53729,3751714.32956
313,225,43.06852,1356781.64813
616, 36,8.86451,96897.93319
837,702,126.77808,33170444.54894
 28,693,6.92775,66549.07065
653,607,104.79017,18466510.48704
 83,345,19.35045,262561.89176
183, 93,19.58455,151634.29483
 76,347,17.84443,223935.22938
889,189,44.46909,3560001.54118
203,728,46.71674,3248086.24183
466,318,61.92946,4113580.08110
225,530,49.04431,2688337.82354
  4,629,0.99828,1254.00317
966,668,129.53463,37446610.56564
647,907,124.17193,32604731.89826
882,364,79.71562,11783163.99149
507,661,94.82736,14184200.63347
589,333,68.40988,6068560.27886
441,275,55.03543,3003825.97975
905, 71,17.38802,548121.82274
 91,648,21.89449,624549.49118
329,592,67.87519,5984559.96103
409,129,29.30619,722777.11769
 83,987,20.29519,814585.45032
943,757,139.14519,44276401.53202
830,587,112.98433,24638972.35788
681,809,122.79959,30123375.40813
818,261,59.21595,5905967.60510
534, 39,9.56528,97854.41607
773,442,90.54417,13983338.63444
367,951,81.21552,13101422.27696
230,883,53.26495,5106555.54668
563,380,74.26279,7124788.85408
297,262,46.30993,1603154.22654
 97, 56,11.44263,28083.53633
833,277,62.53936,6726002.28867
 26,431,6.39881,35329.53681
242, 96,21.15564,226810.28866
509,498,83.90149,9452529.73871
224,641,50.25863,3354275.52401
818,  3,0.74922,918.56326
955,565,114.72158,27930753.77279
997,987,165.32696,72306347.33800
805,264,59.70407,5918524.29680
 47,813,11.57515,218048.95302
901,178,42.08276,3225527.34990
819,900,142.77361,46798554.28110
113,307,25.17691,404791.91150
525,967,108.92087,25063797.47310
891,698,129.51807,35929516.53588
334,242,46.19679,1669823.23714
 19,512,4.70496,22677.33825
627,941,123.02973,32569786.47615
334,679,70.82371,7320420.47638
589,798,111.71143,23465239.18282
492,261,54.44174,3172774.87507
998,407,89.30390,16712580.75569
658,610,105.43966,18816246.10718
400,264,51.95434,2462721.45414
909,556,111.87764,25471063.72281
489,159,35.99461,1306044.02341
540,824,106.50093,21278380.50154
596,714,107.84591,20437951.41739
443, 76,18.11426,293050.75535
410, 98,22.85941,435358.60510
690,377,78.09758,9205103.43025
911,990,158.00674,63362740.08866
228,895,52.90429,5101688.72692
236, 18,4.41055,9197.11000
602, 14,3.47929,14578.00436
132,262,27.84951,438378.21646
 20,289,4.91020,13954.47737
448,100,23.44762,499447.71838
899,400,86.47843,14255373.71934
866, 32,7.92464,108809.63593
877,795,138.83145,43045984.59794
893,788,139.26580,43597469.61463
979,466,99.47249,20721871.27482
302,585,63.38086,5089539.34130
724,312,67.83440,7037218.42770
491,369,69.53482,5626721.08479
156,863,37.07646,2393835.33930
371,858,80.61490,11782804.71937
850,248,56.81617,5621619.08891
949, 89,21.70357,896109.33627
708,385,79.84502,9864029.43046
 85,908,20.72912,782125.31376
246,597,53.88721,3644041.18212
752,367,77.94767,9808971.55087
510,565,89.23214,11435134.27644
868,257,58.78866,6150818.88312
 66,625,16.04106,322594.01791
820,198,46.14824,3549760.62758
450,392,69.66884,5468492.74543
904,422,90.42298,15769000.77035
 18,515,4.45984,20494.62052
155,144,24.86561,246755.35941
  7,954,1.74670,5821.83222
580,306,63.90826,5149192.42718
488,456,78.53103,7769067.42002
545,202,44.96316,2293201.28384
193,191,31.99829,524256.00059
979,842,150.46697,55203100.99344
 80,751,19.43863,569249.36058
823,293,65.57945,7342821.14792
947,863,150.34674,54639368.58979
729, 69,16.82223,413568.98345
206,510,45.26937,2192464.65209
306,768,67.38895,7306418.97602
409,974,89.31534,16365132.69127
463,198,43.10535,1815640.96869
664,505,94.74977,14184525.06249
 91,329,20.95809,295324.02050
 39,352,9.46460,63270.82651
 86,595,20.66623,511095.85193
547,288,60.17688,4304189.73161
780,560,107.23939,20954531.96603
618,975,123.09995,33356141.10399
311,112,25.02903,404550.46892
 51,727,12.51839,228150.48081
959,183,43.35697,3641508.02916
413,290,55.95212,3000369.66847
801,146,34.68348,1944607.83028
667,791,120.18873,28233292.57584
896, 23,5.71254,58490.03402
554,399,76.32543,7546449.09638
555,962,113.43384,27362587.30161
489,676,93.40100,13807904.81751
200,656,45.60756,2802131.01290
839,523,104.67826,20672236.71925
551,158,36.26091,1483051.05779
243,414,49.44356,2245322.27738
979,564,115.31562,28769259.78801
518,413,76.11677,7259988.97584
701,500,95.96308,15050113.69258
157, 17,4.12814,5368.94924
495,600,89.99986,11906999.99998
550,380,73.70819,6901618.87989
131,235,27.00574,376299.01526
538, 21,5.19762,29081.31725
764,705,122.12072,29245861.50228
812,122,29.26729,1399532.52107
270,307,47.78740,1762298.13628
957,  2,0.49966,478.00012
207,846,48.19417,3996057.68222
612,798,114.47189,24952642.63423
811,413,86.93545,13245146.83242
912,343,76.19028,11032217.85984
411,688,83.23643,10614937.15433
 88, 35,7.70900,10956.80728
330,817,72.51921,9013200.53109
938,574,115.48495,28008865.86643
346,695,73.18495,8015441.25996
346,726,73.83917,8468888.47062
690,890,128.53916,35220438.99235
677,295,64.01475,5867712.26041
348,510,67.77350,5391630.19350
773,555,106.28022,20396946.58234
568,801,109.22948,22241525.28189
336,582,68.66125,6066043.87994
858,448,93.78445,16374868.96263
560, 32,7.88229,69647.05229
620,453,86.22455,10826424.14940
663,834,122.33170,30159788.15170
931,434,93.01911,17182680.59543
354,544,69.96637,6051921.07095
706, 23,5.70229,45926.96001
170,231,32.27584,566495.72249
569,995,116.55715,29827733.66605
136,431,30.89490,846494.39430
767,533,103.19030,18895090.39725
330,373,58.25526,3189930.20870
811,682,123.03103,30299821.46302
832,793,135.29962,39680156.20812
483, 58,14.03813,191101.34046
362,880,79.31931,11635908.44519
509,982,106.72868,24242045.07965
183,688,42.30080,2511543.88903
716,617,110.16792,21660357.96545
391,801,83.04132,11858627.38229
 87,161,18.06919,114751.35930
 84,975,20.52797,823322.47243
339,649,70.96028,7091410.76152
506,504,84.16602,9539739.90763
125,225,25.79022,328371.08225
918,994,158.95609,64490403.68232
907,746,135.80351,40934704.62975
305, 56,13.29748,108859.97078
410,709,83.74734,10997526.57040
691,129,30.60275,1306633.47451
146,844,34.78342,2058913.19268
150,176,26.90821,316226.74077
742,591,108.96528,21304269.62647
489,298,60.02441,3940920.51642
468,229,48.61135,2375152.09203
306, 61,14.41319,128532.19781
129,293,27.94166,484429.71226
621,289,61.96130,5084311.60035
 42,830,10.36370,178414.53947
416,333,61.27716,3784132.75867
384, 70,16.62879,214297.30044
443,333,62.74589,4134048.44969
964,397,86.97250,15326791.26093
783,464,94.17279,15436720.79369
120,864,28.88514,1449209.34949
649,198,45.14816,2716765.35183
481,650,91.14442,12733836.42316
946,903,153.95830,58459943.20456
545,911,110.33166,24703424.92985
604,186,42.36864,2227825.93976
523,234,50.53894,2834364.38815
126,973,30.41343,1808053.71042
902,181,42.74983,3333463.31250
983,540,111.71934,26862662.15593
214,386,44.17564,1652132.74191
 76,455,18.13943,301696.46947
691,698,115.74548,24811793.83949
119,810,28.57611,1330559.80139
781,279,62.41744,6314009.31818
210,956,49.29723,4708857.96046
612,944,121.09512,31428555.04199
454,171,37.97588,1364580.45458
962,144,34.55081,2310642.15694
141,111,20.55761,143500.87278
211,710,48.24741,3389357.44521
968,648,126.96596,35727133.96939
995,665,130.36258,38697981.10307
375,228,45.95391,1770449.37572
175,279,34.96383,768075.62733
313,551,64.22463,5008368.42058
809,837,137.10705,41265103.90797
124,  5,1.23650,379.72758
698,541,100.79234,16982598.60003
172,745,40.22907,2447271.02295
691,309,66.74393,6530903.47982
326,560,66.47469,5480332.11618
544,896,109.68746,24092792.53417
931,379,83.18384,13524489.89077
177,683,41.00924,2340895.10768
663,423,84.09656,10602910.87666
 96, 52,10.79329,24427.01339
757,478,95.31839,15513254.66203
536,329,66.13641,5252825.47710
800, 76,18.52703,550505.62572
 32,250,7.72712,29986.92709
743,185,43.00996,2796849.13599
199,265,37.51014,883500.05226
 61, 57,9.81507,15173.95959
387,665,78.91988,9172144.39953
473,287,57.87796,3540738.25031
761,163,38.33190,2264763.15055
125,342,27.87782,552560.90407
861,823,140.22610,44167706.26793
318,330,53.97199,2517480.49988
371,378,62.40828,3889881.26996
615, 63,15.32567,289699.54804
818,784,133.40974,38029757.53092
329,566,67.11250,5644092.50163
533,639,96.47542,14633260.70903
  5,250,1.24337,773.45718
809,856,138.58417,42661889.83706
613, 34,8.37872,86139.50985
 80,736,19.42659,557259.01361
 59,549,14.33207,226229.37165
828,659,121.53849,29568242.25764
758,244,55.30238,4775882.75630
700,232,52.40065,3967174.65673
352, 52,12.48381,110362.66750
791,211,48.76038,3837222.34342
978,171,40.71613,3269649.62771
211,466,45.47197,2047500.62643
717,458,91.02293,13437060.66855
855,422,89.42121,14701995.16847
866,880,145.48588,49277212.84376
856,348,76.39625,10487018.51583
963,646,126.49138,35297295.12366
848,691,126.26326,32967252.46630
560,261,55.94213,3738115.23220
 44,361,10.64396,82124.19651
394,980,86.64706,15427052.50234
228,133,27.10530,371146.43681
597,156,36.11725,1587614.78857
561,327,66.65643,5521651.95090
693,268,59.28859,5088851.00214
428,774,88.40715,13261471.04690
247,441,50.86055,2506919.83503
350,536,69.10372,5821954.17818
770,159,37.48391,2189250.35952
 79,479,18.86762,343554.53830
316,328,53.63848,2471123.91039
409,430,69.85081,5460718.63230
841, 37,9.14592,140768.10967
942,976,159.75793,65285232.31067
371,123,27.78011,590971.54065
581,977,117.80857,30166172.29561
378,867,82.01783,12336244.48407
982,960,161.80210,67795131.97724
874,359,78.68080,11369518.82695
312,874,69.80684,8837417.16177
590,  9,2.24122,5928.27502
596,193,43.71270,2347046.76599
700, 30,7.41780,77071.73591
635,314,66.51031,6042323.12021
628,936,122.95996,32420342.63654
669,489,93.06364,13610461.87789
341,487,65.85356,4896888.50856
 60,441,14.45454,185195.69797
783,529,103.35020,19196382.99162
850,153,36.37209,2268865.62954
 64,866,15.69329,427165.04516
287,287,47.83306,1751103.92588
886,940,151.96710,56263105.96921
573,545,93.07891,12920775.99503
365,753,77.63013,9732472.13745
522,510,85.98241,10173800.31391
 60,261,14.03766,104384.68371
857,334,73.80393,9758733.43236
789,810,133.21543,37840170.33774
538,221,48.43522,2652177.90942
  6,826,1.49717,3703.51229
306,934,69.21072,9227305.34493
 21,541,5.19791,29246.67597
784,706,123.65721,30440687.53841
194,416,41.57670,1533968.76806
484,656,91.80958,13027242.63904
891,547,109.95396,24135873.28510
677,470,91.02234,12972960.60651
787,633,116.26365,25816480.58586
251,356,48.36149,1934483.10369
206,144,27.82426,369611.23103
638,677,109.43873,21013273.92327
720,340,72.69005,8129107.65245
287,805,64.22433,6889223.23599
418,119,27.33000,638901.48875
  9,176,2.22004,1736.73620
177,502,39.66687,1637457.62973
584,658,102.95021,17598171.07962
